,GEO,REF_DATE,DGUID,uom_houseindex,scalar_houseindex,house_only,land_only,total_house_land,uom_income,scalar_income,statistic_income,income,uom_expenditure,scalar_expenditure,statistic_expenditure,food_expenditures,income_taxes,mortageinsurance,mortagePaid,accomodation,rent,shelter,total_expenditure,taxes_landregfees,uom_tourist,scalar_tourist,international_tourism,domestic_tourism,uom_labourforce,scalar_labourforce,statistic_labourforce,employment,fulltime,labourforce,parttime,population,unemployment,uom_lfperc,scalar_lfperc,statistic_labourforceperc,employment_rate,participationrate,unemployment_rate,uom_crime,scalar_crime,statistic_crime,crime_incidents,uom_cpi,scalar_cpi,cpi_index,uom_oil,scalar_oil,diesel_fillingstations,diesel_selfservstations,premium_fillingstations,premium_selfservstations,regular_fillingstations,regular_selfservstations,uom_imm,scalar_imm,immigrants,1y_fixed_posted,2y_bond,3y_bond,3y_fixed_posted,5y_bond,5y_fixed_posted,7y_bond,10y_bond,bank,overnight,overnight_target,prime,Mean_Max_Temp,Mean_Min_Temp,Mean_Temp,Total_Rain,Total_Snow,predicted_total_house_index
1367,Saskatchewan,2011-04,2016A000247,"Index, 201612=100",units,97.3,89.2,95.1,,,,,Dollars,unit,Average expenditure per household,70.75,641.0,976.75,9.17,299.75,1002.75,225.42,1091.92,5942.5,Persons,unit,53049.0,76331.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",338.78333,279.53333,355.78333,59.266666,492.66666,16.983334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",65.95,69.71667,5.383333,Number,unit,"Total of all violations-Rate per 100,000 population",1176.71,Percent,unit,1.8,Cents per litre,units,,120.549999237,138.800003052,137.799995422,126.149997711,125.699996948,Persons,units,2831.0,3.7,1.8065,2.1615,4.55,2.7255,5.69,2.9035,3.328,1.25,0.99646,1.0,3.0,,,,,,95.0570907593
1368,Alberta,1990-03,2016A000248,"Index, 201612=100",units,37.9,34.9,37.0,,,,,,,,,,,,,,,,,Persons,unit,102708.0,141415.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",805.43335,677.68335,859.6667,127.75,1155.7167,54.25,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.75,69.316666,6.4333334,,,,,Percent,unit,3.4,Cents per litre,units,40.3999996185,41.2000007629,52.8499984741,53.1000003815,49.5499992371,49.3000011444,,,,13.0,,,,,13.25,,,,,,14.25,,,,,,36.5900192261
1369,British Columbia,1997-03,2016A000259,"Index, 201612=100",units,83.4,85.3,83.2,,,,,,,,,,,,,,,,,Persons,unit,1236030.0,1766097.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1176.9333,945.5333,1277.4667,231.36667,1890.8167,100.566666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.483334,63.0,8.7,,,,,Percent,unit,1.6,Cents per litre,units,54.25,54.5999984741,71.0500030518,61.0500011444,61.0500011444,59.7999992371,,,,5.2,,,,,7.3,,,,,,4.75,7.5,0.9,4.2,357.4,47.0,83.3909835815
1370,British Columbia,2018-01,2016A000259,"Index, 201612=100",units,108.7,104.7,107.8,,,,,,,,,,,,,,,,,Persons,unit,1036546.0,1539243.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1577.6167,1258.7333,1655.0167,318.86667,2429.8333,77.38333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",63.35,66.61667,4.983333,,,,,Percent,unit,1.8,Cents per litre,units,,130.299999237,,154.099998474,,135.650001526,Persons,units,13514.0,3.3,1.77818181818,1.845,3.986,1.99772727273,5.08,2.09227272727,2.19818181818,1.36956521739,1.11860454545,1.11956521739,3.3,,,,,,106.830787659
1371,Nova Scotia,1997-10,2016A000212,"Index, 201612=100",units,58.8,63.6,60.1,,,,,,,,,,,,,,,,,Persons,unit,9313.0,47358.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",247.68333,199.95,277.78333,47.75,446.33334,30.1,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",51.15,58.083332,11.6,,,,,Percent,unit,1.5,Cents per litre,units,61.9000015259,,71.1999969482,64.8000030518,64.8000030518,62.2000007629,Persons,units,294.0,5.65,,,,,6.7,,,,,,5.25,,,,,,60.394569397
1372,Nova Scotia,2003-04,2016A000212,"Index, 201612=100",units,71.5,73.7,72.1,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.75,,,,,,,,,,,,,Persons,unit,19546.0,32650.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",276.13333,226.38333,300.63333,49.75,460.4,24.533333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",56.75,62.283333,8.8,Number,unit,"Total of all violations-Rate per 100,000 population",765.9,Percent,unit,1.9,Cents per litre,units,78.1999969482,,86.4000015259,84.8000030518,81.1999969482,77.5,Persons,units,1308.0,5.35,3.65,3.79,6.25,4.18,6.65,4.53,4.9,3.5,,3.25,5.0,8.8,-2.6,3.1,,,70.7384567261
1373,Nova Scotia,2003-06,2016A000212,"Index, 201612=100",units,71.8,73.7,72.3,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.75,,,,,,,,,,,,,Persons,unit,7344.0,62360.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",274.63333,225.33333,299.88333,49.333332,461.21667,25.216667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",56.166668,61.95,9.2,Number,unit,"Total of all violations-Rate per 100,000 population",765.9,Percent,unit,1.9,Cents per litre,units,70.4000015259,,83.0999984741,79.6999969482,76.0999984741,72.9000015259,,,,4.85,3.05,3.17,5.2,3.55,5.8,3.92,4.37,3.5,,3.25,5.0,21.1,8.9,15.0,,,72.3593215942
1374,Quebec,1989-08,2016A000224,"Index, 201612=100",units,53.6,47.6,52.0,,,,,,,,,,,,,,,,,Persons,unit,1069130.0,1616414.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1990.8833,1719.2667,2191.7334,271.6,3325.8167,200.85,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",55.85,61.7,9.233334,,,,,Percent,unit,,Cents per litre,units,,,,,58.0,,,,,12.75,,,,,11.75,,,,,,13.5,22.7,11.6,17.2,126.0,0.0,52.0709686279
1375,Quebec,2017-04,2016A000224,"Index, 201612=100",units,100.3,100.3,100.3,,,,,,,,,,,,,,,,,Persons,unit,666839.0,992787.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2678.6667,2181.8,2857.6333,496.9,4213.95,178.96666,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.9,66.36667,6.733333,Number,unit,"Total of all violations-Rate per 100,000 population",355.74,Percent,unit,1.3,Cents per litre,units,,113.099998474,,134.899993896,,119.75,Persons,units,13539.0,3.14,0.730526315789,0.818947368421,3.39,1.04789473684,4.64,1.21631578947,1.52315789474,0.75,0.497578947368,0.5,2.7,7.5,-1.5,3.0,52.0,33.4,100.046867371
1376,Ontario,2017-04,2016A000235,"Index, 201612=100",units,102.3,104.5,103.0,,,,,,,,,,,,,,,,,Persons,unit,2330658.0,3818569.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",4509.7,3725.3833,4781.067,784.31665,7088.817,271.35,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.8,64.9,6.383333,Number,unit,"Total of all violations-Rate per 100,000 population",349.92,Percent,unit,1.3,Cents per litre,units,,,,134.100001017,,116.866666158,Persons,units,30480.0,3.14,0.730526315789,0.818947368421,3.39,1.04789473684,4.64,1.21631578947,1.52315789474,0.75,0.497578947368,0.5,2.7,,,,,,101.651237488
1377,Manitoba,2000-09,2016A000246,"Index, 201612=100",units,50.3,34.8,45.7,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.42,,,,,,,,,,,,,Persons,unit,101437.0,188988.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",351.96667,288.55,367.66666,63.4,522.48334,15.75,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",63.733334,66.85,4.4666667,Number,unit,"Total of all violations-Rate per 100,000 population",976.14,Percent,unit,1.7,Cents per litre,units,64.4000015259,64.9000015259,82.0,81.0,72.0999984741,71.1999969482,,,,7.9,5.69,5.81,8.1,5.76,8.25,5.82,5.75,6.0,,5.75,7.5,14.7,4.4,9.6,100.4,0.0,45.7383117676
1378,Manitoba,2004-04,2016A000246,"Index, 201612=100",units,57.1,36.9,51.1,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.5,,,,,,,,,,,,,Persons,unit,103888.0,167797.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",363.18332,298.16666,382.05,65.03333,534.73334,18.866667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.38333,68.2,5.4333334,Number,unit,"Total of all violations-Rate per 100,000 population",1135.83,Percent,unit,2.0,Cents per litre,units,67.6999969482,67.1999969482,83.6999969482,80.0999984741,72.9000015259,69.4000015259,Persons,units,1487.0,4.45,2.73047619048,3.32428571429,5.44,3.69476190476,6.07,4.14857142857,4.61285714286,2.34090909091,2.08036666667,2.09090909091,3.8,4.6,-4.6,0.0,10.8,7.9,51.1548309326
1379,Saskatchewan,1990-11,2016A000247,"Index, 201612=100",units,32.8,34.0,33.1,,,,,,,,,,,,,,,,,Persons,unit,66005.0,79375.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",285.4,224.9,305.96667,60.516666,443.65,20.55,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.883335,65.7,6.9166665,,,,,Percent,unit,3.6,Cents per litre,units,55.1499996185,,64.5999984741,63.4500007629,59.2999992371,58.4500007629,,,,12.75,,,,,12.75,,,,,,13.25,1.2,-9.4,-4.1,1.0,5.0,33.0102157593
1380,Saskatchewan,1999-03,2016A000247,"Index, 201612=100",units,42.1,37.0,40.7,,,,,,,,,,,,,,,,,Persons,unit,27952.0,48402.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",294.15,236.25,313.91666,57.85,453.4,19.75,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.95,65.48333,6.6666665,Number,unit,"Total of all violations-Rate per 100,000 population",1170.54,Percent,unit,1.7,Cents per litre,units,,52.9000015259,63.1999988556,62.8499984741,53.8500003815,53.4000015259,,,,6.45,,,,,6.95,,,,,,6.75,3.7,-6.9,-1.6,0.0,19.4,40.5800132751
1381,Alberta,2001-12,2016A000248,"Index, 201612=100",units,49.9,45.3,48.1,Percent,units,"5-year percent change of median income, Both sexes, All age groups",2.0,,,,,,,,,,,,,Persons,unit,71691.0,150248.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1041.6333,871.2,1096.5,170.45,1468.9333,54.866665,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",66.01667,69.9,5.3166666,Number,unit,"Total of all violations-Rate per 100,000 population",835.98,Percent,unit,2.2,Cents per litre,units,55.5500011444,55.6000003815,59.7000007629,58.4000015259,49.75,48.5,,,,4.6,3.21,3.79,5.75,4.69,6.85,5.13,5.44,2.5,,2.25,4.0,,,,,,48.1478729248
1382,British Columbia,1995-05,2016A000259,"Index, 201612=100",units,95.2,88.5,91.5,,,,,,,,,,,,,,,,,Persons,unit,1195643.0,1881836.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1137.7167,926.15,1238.4667,211.58333,1801.8833,100.73333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.666668,64.38333,8.666667,,,,,Percent,unit,1.5,Cents per litre,units,51.9499988556,50.8999996185,68.5,67.5,59.2000007629,58.2000007629,,,,8.5,,,,,8.88,,,,,,9.25,19.1,9.6,14.4,60.0,0.0,91.1935958862
1383,British Columbia,1995-10,2016A000259,"Index, 201612=100",units,91.2,86.6,88.4,,,,,,,,,,,,,,,,,Persons,unit,1106283.0,1630893.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1146.8334,930.1667,1247.1833,216.65,1824.4166,100.36667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.35,63.866665,8.583333,,,,,Percent,unit,1.6,Cents per litre,units,51.9499988556,51.5499992371,68.2000007629,66.7999992371,58.6499996185,57.4500007629,Persons,units,15664.0,7.75,,,,,8.7,,,,,,8.0,,,,,,89.4212188721
1384,British Columbia,2006-05,2016A000259,"Index, 201612=100",units,92.3,93.3,92.1,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.5,,,,,,,,,,,,,Persons,unit,780554.0,1538597.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1357.55,1097.2667,1423.65,260.26666,2104.1667,66.083336,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",61.366665,64.683334,5.0666666,Number,unit,"Total of all violations-Rate per 100,000 population",1031.68,Percent,unit,1.9,Cents per litre,units,108.599998474,106.600002289,130.400001526,129.150001526,119.599998474,117.949996948,,,,6.25,4.10545454545,4.18,6.45,4.25318181818,6.75,4.33545454545,4.39954545455,4.3152173913,4.0283,4.0652173913,5.83333333333,16.7,8.8,12.8,78.3,0.0,92.0001907349
1385,British Columbia,2009-02,2016A000259,"Index, 201612=100",units,92.6,100.0,95.4,,,,,,,,,,,,,,,,,Persons,unit,611749.0,964839.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1401.6167,1107.8667,1506.8167,293.76666,2195.7,105.21667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.716667,65.76667,7.55,Number,unit,"Total of all violations-Rate per 100,000 population",857.91,Percent,unit,2.7,Cents per litre,units,89.4499969482,88.7999992371,109.200000763,108.049999237,97.4499969482,95.6500015259,,,,5.0,1.215,1.6145,5.15,2.048,5.79,2.319,2.96,1.25,0.9979,1.0,3.0,,,,,,97.53540802
1386,Nova Scotia,2007-08,2016A000212,"Index, 201612=100",units,84.3,84.2,84.4,,,,,,,,,,,,,,,,,Persons,unit,14252.0,61869.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",282.33334,232.01666,308.18332,50.316666,467.81668,25.866667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.916668,63.716667,8.983334,Number,unit,"Total of all violations-Rate per 100,000 population",685.37,Percent,unit,2.2,Cents per litre,units,105.300003052,,112.599998474,110.599998474,106.199996948,103.099998474,,,,7.05,4.34454545455,4.37,7.3,4.38590909091,7.24,4.40136363636,4.42863636364,4.75,4.45732272727,4.5,6.25,,,,,,84.3647232056
1387,Nova Scotia,2013-09,2016A000212,"Index, 201612=100",units,98.2,98.3,98.2,,,,,Dollars,unit,Average expenditure per household,87.83,583.25,952.0,8.33,304.58,1031.92,216.67,1121.75,5732.92,Persons,unit,15433.0,85393.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",288.53333,234.98334,315.38333,53.566666,475.31668,26.833334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.7,64.78333,9.333333,Number,unit,"Total of all violations-Rate per 100,000 population",534.53,Percent,unit,1.6,Cents per litre,units,,135.800003052,,143.600006104,,135.0,,,,3.14,1.24333333333,1.48333333333,3.95,2.02523809524,5.34,2.31857142857,2.6919047619,1.25,0.99782,1.0,3.0,,,,,,98.0453338623
1388,Quebec,1992-03,2016A000224,"Index, 201612=100",units,54.6,52.3,54.0,,,,,,,,,,,,,,,,,Persons,unit,825142.0,1063250.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1943.5667,1638.0667,2215.3833,305.51666,3422.3333,271.8,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.416668,60.15,12.766666,,,,,Percent,unit,2.1,Cents per litre,units,57.0499992371,58.3500003815,64.7000007629,64.2499980927,57.1999988556,56.6499996185,,,,9.5,,,,,10.5,,,,,,8.25,-3.4,-15.9,-9.7,11.4,43.7,54.0052108765
1389,Quebec,2013-05,2016A000224,"Index, 201612=100",units,98.6,98.4,98.4,,,,,Dollars,unit,Average expenditure per household,67.92,657.67,1004.83,7.75,317.83,979.17,251.75,1067.58,5699.75,Persons,unit,636535.0,966598.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2589.45,2131.5,2793.1167,457.95,4119.0835,203.68333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.633335,65.86667,7.9666667,Number,unit,"Total of all violations-Rate per 100,000 population",391.76,Percent,unit,1.6,Cents per litre,units,,132.799995422,,144.900001526,,134.25,,,,3.0,1.01,1.12090909091,3.55,1.34,5.14,1.60681818182,1.90181818182,1.25,1.00434090909,1.0,3.0,17.8,5.0,11.4,130.1,0.0,98.0813522339
1390,Ontario,1997-05,2016A000235,"Index, 201612=100",units,45.4,77.3,53.9,,,,,,,,,,,,,,,,,Persons,unit,2249975.0,5324591.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3361.2834,2759.6,3664.6,601.65,5386.3667,303.31668,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.366665,63.15,9.116667,,,,,Percent,unit,1.6,Cents per litre,units,,,69.4333343506,59.0999997457,59.0999997457,57.4000002543,,,,5.4,,,,,7.35,,,,,,4.75,14.9,6.9,10.9,62.4,0.0,53.8809127808
1391,Ontario,2004-11,2016A000235,"Index, 201612=100",units,64.5,81.9,69.7,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.25,,,,,,,,,,,,,Persons,unit,1701078.0,3547214.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",4048.6333,3349.45,4334.25,699.18335,6111.467,285.61667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.016666,66.9,7.1833334,Number,unit,"Total of all violations-Rate per 100,000 population",502.88,Percent,unit,1.9,Cents per litre,units,,,92.133333842,89.6999994914,81.3666687012,79.7000020345,,,,4.96,3.22428571429,3.43095238095,5.8,3.90142857143,6.3,4.19428571429,4.48476190476,2.75,2.49629047619,2.5,4.25,,,,72.5,0.0,69.2902526855
1392,Ontario,2008-04,2016A000235,"Index, 201612=100",units,73.8,90.2,78.7,,,,,,,,,,,,,,,,,Persons,unit,2200816.0,3578818.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",4223.75,3503.0833,4491.783,720.68335,6382.1167,268.0,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",62.35,66.85,6.766667,Number,unit,"Total of all violations-Rate per 100,000 population",456.5,Percent,unit,2.3,Cents per litre,units,,,129.066668193,126.899998983,117.899998983,115.733334859,Persons,units,28500.0,7.01666666667,2.79045454545,2.98181818182,7.06666666667,3.11272727273,7.05666666667,3.29363636364,3.62863636364,3.59090909091,3.33662727273,3.34090909091,5.0,,,,,,78.5688095093
1393,Saskatchewan,2008-01,2016A000247,"Index, 201612=100",units,89.9,66.3,83.7,,,,,,,,,,,,,,,,,Persons,unit,42710.0,59988.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",320.48334,265.36667,334.06668,55.133335,464.56668,13.6,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",66.45,69.46667,4.3333335,Number,unit,"Total of all violations-Rate per 100,000 population",1208.49,Percent,unit,2.3,Cents per litre,units,,111.099998474,117.5,118.049999237,107.200000763,107.300003052,Persons,units,1654.0,7.35,3.30304347826,3.41304347826,7.48333333333,3.54434782609,7.47333333333,3.6747826087,3.84956521739,4.41304347826,4.15962272727,4.16304347826,5.875,,,,,,82.4617996216
1394,Alberta,2004-06,2016A000248,"Index, 201612=100",units,58.7,50.0,55.5,Percent,units,"5-year percent change of median income, Both sexes, All age groups",2.08,,,,,,,,,,,,,Persons,unit,74060.0,212007.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1122.1333,928.35,1174.7167,193.78334,1555.45,52.55,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",67.833336,71.25,4.7,Number,unit,"Total of all violations-Rate per 100,000 population",900.93,Percent,unit,2.0,Cents per litre,units,66.0499992371,65.3999977112,94.8999977112,93.3500022888,84.6500015259,83.3000030518,,,,4.63333333333,3.30090909091,3.84954545455,6.05,4.17636363636,6.66666666667,4.57681818182,4.93272727273,2.25,1.99920909091,2.0,3.75,,,,,,55.527633667
1395,Alberta,2008-06,2016A000248,"Index, 201612=100",units,100.9,100.8,100.8,,,,,,,,,,,,,,,,,Persons,unit,129835.0,283538.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1299.0167,1098.0333,1341.4333,200.96666,1753.7167,42.416668,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",70.28333,72.86667,3.5,Number,unit,"Total of all violations-Rate per 100,000 population",837.13,Percent,unit,2.5,Cents per litre,units,136.300003052,136.300003052,140.25,140.599998474,130.050003052,129.25,,,,6.63,3.18090909091,3.30454545455,6.45,3.42727272727,6.95,3.57863636364,3.75772727273,3.25,2.99503809524,3.0,4.75,,,,,,100.572669983
1396,Alberta,2016-06,2016A000248,"Index, 201612=100",units,100.2,99.7,100.0,,,,,Dollars,unit,Average expenditure per household,156.33,813.83,1951.5,9.17,604.08,1591.75,353.58,1798.75,8876.17,Persons,unit,163474.0,337338.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1434.0333,1176.95,1557.5,257.08334,2099.8167,123.46667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.73333,70.8,8.633333,Number,unit,"Total of all violations-Rate per 100,000 population",745.01,Percent,unit,1.6,Cents per litre,units,,92.4499969482,,122.25,,104.0,,,,3.14,0.532272727273,0.559090909091,3.39,0.622272727273,4.64,0.855454545455,1.16818181818,0.75,0.5069,0.5,2.7,,,,,,100.312004089
1397,British Columbia,1993-11,2016A000259,"Index, 201612=100",units,104.1,91.2,97.8,,,,,,,,,,,,,,,,,Persons,unit,1093770.0,1427878.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1086.8334,876.5833,1188.7833,210.25,1720.4833,101.95,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.816666,64.933334,9.45,,,,,Percent,unit,1.5,Cents per litre,units,51.5499992371,51.6000003815,61.1000003815,60.1500015259,53.2000007629,52.2000007629,,,,6.25,,,,,7.75,,,,,,5.5,4.5,-0.4,2.0,116.5,2.5,97.7205734253
1398,Nova Scotia,2009-04,2016A000212,"Index, 201612=100",units,90.0,94.4,90.9,,,,,,,,,,,,,,,,,Persons,unit,48302.0,61161.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",285.58334,237.03334,314.03333,48.566666,470.45,28.483334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",58.1,64.71667,10.016666,Number,unit,"Total of all violations-Rate per 100,000 population",645.79,Percent,unit,2.7,Cents per litre,units,95.0,,101.5,97.5999984741,93.0999984741,89.5999984741,Persons,units,579.0,4.2,1.06571428571,1.40047619048,4.43,1.89428571429,5.43,2.13,2.95428571429,0.659090909091,0.399857142857,0.409090909091,2.4,,,,,,90.8768234253
1399,Quebec,1994-10,2016A000224,"Index, 201612=100",units,55.2,53.2,54.5,,,,,,,,,,,,,,,,,Persons,unit,589996.0,972428.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",1998.6666,1673.6333,2261.1667,325.05,3488.9333,262.46667,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",52.65,60.033333,12.083333,,,,,Percent,unit,1.0,Cents per litre,units,53.6499996185,54.3999996185,64.4000015259,63.1000003815,53.8500003815,53.1499996185,Persons,units,4930.0,8.0,,,,,9.9,,,,,,7.0,12.4,2.5,7.5,25.8,0.0,54.6005477905
1400,Quebec,2007-05,2016A000224,"Index, 201612=100",units,85.7,77.6,83.3,,,,,,,,,,,,,,,,,Persons,unit,474847.0,842007.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2441.5166,2025.3,2621.4167,416.21667,3864.75,179.88333,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",59.75,64.65,7.4666667,Number,unit,"Total of all violations-Rate per 100,000 population",490.61,Percent,unit,2.2,Cents per litre,units,101.900001526,101.400001526,123.699996948,121.700000763,116.950000763,114.849998474,,,,6.70833333333,4.31954545455,4.31090909091,6.90833333333,4.29,6.84,4.28318181818,4.29272727273,4.5,4.23679545455,4.25,6.0,17.9,3.8,10.9,28.4,0.0,83.0971908569
1401,Quebec,2013-02,2016A000224,"Index, 201612=100",units,98.3,98.4,98.3,,,,,Dollars,unit,Average expenditure per household,67.92,657.67,1004.83,7.75,317.83,979.17,251.75,1067.58,5699.75,Persons,unit,534091.0,766765.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",2592.9333,2148.9,2791.2834,444.03333,4111.4834,198.35,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.8,65.86667,7.8166666,Number,unit,"Total of all violations-Rate per 100,000 population",391.76,Percent,unit,1.6,Cents per litre,units,,146.149993896,,150.149993896,,141.0,,,,3.0,1.10315789474,1.18105263158,3.65,1.43631578947,5.24,1.64894736842,1.96789473684,1.25,1.00457894737,1.0,3.0,-6.0,-16.3,-11.1,0.0,30.3,98.1045455933
1402,Ontario,1997-06,2016A000235,"Index, 201612=100",units,45.5,77.3,53.9,,,,,,,,,,,,,,,,,Persons,unit,2047330.0,5504948.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",3381.0334,2792.3,3678.7334,588.73334,5394.55,297.68332,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",57.666668,63.4,8.983334,,,,,Percent,unit,1.6,Cents per litre,units,,,70.4000015259,60.0999997457,60.0999997457,57.7999979655,,,,5.2,,,,,7.0,,,,,,4.75,25.2,15.9,20.6,55.8,0.0,54.08984375
1403,Manitoba,1986-11,2016A000246,"Index, 201612=100",units,39.5,29.0,36.6,,,,,,,,,,,,,,,,,Persons,unit,56840.0,90598.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",315.0,258.5,341.23334,56.5,493.35,26.233334,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.883335,66.2,7.8166666,,,,,Percent,unit,,Cents per litre,units,,,,,46.7000007629,,,,,9.75,,,,,11.25,,,,,,9.75,-7.6,-17.2,-12.4,6.0,62.5,36.5493774414
1404,Manitoba,1994-12,2016A000246,"Index, 201612=100",units,44.9,34.5,41.8,,,,,,,,,,,,,,,,,Persons,unit,88840.0,138716.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",325.18332,257.96667,351.11667,67.2,507.93332,25.95,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",60.116665,65.26667,7.5666666,,,,,Percent,unit,1.2,Cents per litre,units,48.5999984741,47.9000015259,61.5,61.5999984741,54.0,52.9000015259,,,,9.5,,,,,10.5,,,,,,8.0,-7.2,-16.9,-12.1,0.0,33.0,41.826499939
1405,Manitoba,2003-01,2016A000246,"Index, 201612=100",units,53.6,35.6,48.2,Percent,units,"5-year percent change of median income, Both sexes, All age groups",1.67,,,,,,,,,,,,,Persons,unit,77778.0,145093.0,Persons,thousands,"Both sexes, All age groups, Seasonally adjusted",357.65,290.93332,375.4,66.7,527.3333,17.75,Percentage,unit,"Both sexes, All age groups, Seasonally adjusted",64.433334,68.03333,5.133333,Number,unit,"Total of all violations-Rate per 100,000 population",1120.95,Percent,unit,2.1,Cents per litre,units,63.9000015259,64.1999969482,77.1999969482,77.0999984741,68.0999984741,67.0999984741,Persons,units,1257.0,4.9,3.51,3.8,6.0,4.27,6.45,4.62,5.02,3.0,,2.75,4.5,-14.1,-21.6,-17.9,0.4,12.1,48.2778244019
